CaseID,weight,tm_start,tm_finish,duration,DOV_MANCHECK,XTESS171,XPARTY3,XPARTY7,xideo,XREL1,XREL2,XPCM0160,XPP10035,XPH1ANXI,Q1_Sentence1,Q1_Sentence2,Q1_Sentence3,Q1_Sentence4,Q1_Sentence5,Q1_Sentence6,Q1_Sentence1_Refused,Q1_Sentence2_Refused,Q1_Sentence3_Refused,Q1_Sentence4_Refused,Q1_Sentence5_Refused,Q1_Sentence6_Refused,Q2_Sentence1,Q2_Sentence2,Q2_Sentence3,Q2_Sentence4,Q2_Sentence5,Q2_Sentence6,Q2_Sentence1_Refused,Q2_Sentence2_Refused,Q2_Sentence3_Refused,Q2_Sentence4_Refused,Q2_Sentence5_Refused,Q2_Sentence6_Refused,Q3,Q4,Q5A_OptA_Genre,Q5A_OptB_Genre,Q5B_OptA_Genre,Q5B_OptB_Genre,Q5C_OptA_Genre,Q5C_OptB_Genre,Q5A_OptA_Topic,Q5A_OptB_Topic,Q5B_OptA_Topic,Q5B_OptB_Topic,Q5C_OptA_Topic,Q5C_OptB_Topic,Q5A_OptA_Style,Q5A_OptB_Style,Q5B_OptA_Style,Q5B_OptB_Style,Q5C_OptA_Style,Q5C_OptB_Style,Q5A_OptA_Medium,Q5A_OptB_Medium,Q5B_OptA_Medium,Q5B_OptB_Medium,Q5C_OptA_Medium,Q5C_OptB_Medium,Q5A_OptA_Length,Q5A_OptB_Length,Q5B_OptA_Length,Q5B_OptB_Length,Q5C_OptA_Length,Q5C_OptB_Length,Q5A,Q5B,Q5C,Q6A,Q6B,Q6C,Q6D,Q6E,Q6F,DOV_Q7Q8Q9_Order,Q7,Q8,Q9,ppage,ppeduc,ppeducat,ppethm,ppgender,pphhhead,pphhsize,pphouse,ppincimp,ppmarit,ppmsacat,PPREG4,pprent,ppstaten,PPT01,PPT25,PPT612,PPT1317,PPT18OV,ppwork,ppnet
44,.7116,12dec2014 12:37:05,12dec2014 12:39:57,2,2,1,2,6,6,3,3,8,3,2,we saw girraffs at the place with the animals,I love visiting the animal park,monkeys are funny,bears are scary,i laughed at the chincillas,snakes are scary,,,,,,,,,,,,,,,,,,,,,1,3,1,3,3,3,6,13,1,14,12,13,2,1,3,1,2,2,1,1,1,1,1,2,2,1,1,2,1,2,2,1,2,,,,,,,"Q9,Q8,Q7",2,1,4,48,14,4,1,1,1,2,1,16,1,1,1,1,15,0,0,0,0,2,1,1
45,.5262,12dec2014 12:39:02,12dec2014 12:48:25,9,2,1,2,6,3,2,2,32,2,2,The monkeys made me laugh hilariously.,"Behold, the giraffes reach up to heaven.",Don't those lions really look like kings?,"Those little prairie dogs remind me of Hersheypark's ""Whack-a-Mole.""",I see those river otters every time I look at my license plate.,"Bald eagles--strong, powerful, and protective.",,,,,,,,,,,,,,,,,,,,,1,2,3,2,2,1,5,7,13,8,7,4,2,3,1,3,1,2,2,1,2,1,2,2,2,1,2,2,1,2,1,2,1,,,,,,,"Q8,Q9,Q7",1,3,3,76,13,4,1,1,1,2,1,12,1,1,1,1,23,0,0,0,0,2,5,1
46,.9355,12dec2014 12:42:01,12dec2014 12:51:36,9,2,1,1,1,7,3,1,28,2,2,When I arrived I saw the monkeys.,The large elephant was not there today.,I laughed at the wolf pups playing.,My wife did not like the ugly aligators.,The little penguins were really cute,I was really glad when I left because the lions got out.,,,,,,,,,,,,,,,,,,,,,2,3,3,1,2,1,8,13,11,6,9,6,1,1,2,2,1,2,1,1,2,1,1,1,2,2,2,2,1,2,2,1,2,,,,,,,"Q7,Q8,Q9",2,2,3,24,10,3,1,1,1,2,1,13,1,0,2,1,44,0,0,0,0,2,1,0
47,.9883,12dec2014 13:14:39,12dec2014 13:20:00,5,2,1,2,6,4,1,6,29,3,2,after playing with the kids we saw the fish,after work went and seen the monkeys,after eating chicken went and seen chickens,after playing outside went and seen the cows,after school went and seen the lions,after my shower went and seen the ducks,,,,,,,,,,,,,,,,,,,,,2,2,1,2,1,3,9,8,5,9,3,14,3,3,2,2,2,3,2,1,1,2,1,2,2,2,1,1,2,1,2,2,2,,,,,,,"Q7,Q9,Q8",4,2,4,37,7,1,1,1,0,5,1,5,6,1,2,1,31,0,1,1,1,2,1,1
48,1.2831,12dec2014 13:45:18,12dec2014 13:53:51,8,1,1,1,2,4,13,6,29,4,2,I saw a very large lion and lioness in thier den.,The black bear was a mganificent sight.,The alligators have many large teeth.,The monkeys were very playful as the jumped around.,The penguines were a funny as the slid into the water and swam around.,I could not belive how large a pig can grow.,,,,,,,,,,,,,,,,,,,2,2,1,2,1,1,2,3,6,9,3,4,10,12,2,3,2,2,1,1,2,2,1,2,1,2,1,1,1,2,1,2,2,1,2,,,,,,,"Q7,Q9,Q8",3,2,4,49,9,2,1,1,0,3,1,16,1,1,1,1,22,0,0,0,0,3,1,1
49,.6409,12dec2014 13:59:06,12dec2014 14:17:01,17,2,1,2,5,1,5,6,32,4,2,We went to see the arachnids.,The bats are very lively today.,A cougar is eating right now.,The duck is waddling gracefully.,The dog is yapping loudly.,The cow is mooing at us in the morning.,,,,,,,,,,,,,,,,,,,,,1,1,3,3,2,3,2,2,13,13,9,12,2,3,3,3,1,3,2,2,2,2,2,1,1,1,2,1,1,2,1,2,1,,,,,,,"Q8,Q7,Q9",3,5,3,27,10,3,1,2,1,3,1,1,1,1,4,1,86,1,0,0,0,2,4,1
50,1.0648,12dec2014 14:53:21,15dec2014 17:30:57,4477,2,1,1,1,6,3,6,32,1,2,I saw hyenas and they were running around laughing.,I saw hippotamus 's and they were blowing water out of there nose's.,I saw monkey's and they were trowing banana's at the people.,I saw a rattle snake and he was coiled up and hissing at Me.,I saw elephant's and they were trumpting there nose's.,I saw a polar bear and feed him marshmello's.,,,,,,,,,,,,,,,,,,,,,1,2,2,3,3,2,5,9,8,13,13,7,1,3,3,1,2,3,2,2,2,1,2,1,2,2,2,2,1,1,1,2,1,,,,,,,"Q7,Q9,Q8",1,2,3,56,9,2,1,1,1,2,1,16,1,0,2,1,33,0,0,0,0,2,4,1
51,.5482,12dec2014 14:54:46,12dec2014 14:58:24,3,2,1,2,7,3,13,6,9,1,2,I loved watching the pandas,I have always admired the elephant,the spider house is thrilling and a little scary,browsing around the animals such as girafs with ice cream is fun,I always take lots of pictures especially of lions and tigers,I don't see bears as often as I would like here,,,,,,,,,,,,,,,,,,,,,3,1,1,1,2,1,12,6,2,5,8,6,1,2,2,1,2,1,1,1,1,2,1,1,1,1,2,2,1,2,2,2,2,,,,,,,"Q9,Q8,Q7",2,4,1,39,14,4,1,1,1,2,3,18,6,1,1,2,14,0,0,0,0,2,1,1
52,1.6931,12dec2014 15:01:00,12dec2014 15:07:25,6,2,1,2,5,4,13,5,12,4,2,"After lunch, we visited the aquarium and saw penguins.","In the desert dome, we shivered at the snake pit.","At the Gorilla house, we laughed at the chimps.",The baby lions romping around made us smile.,The petting area was full of kids petting kids! (baby goats are kids),My son loves watching the prairie dogs pop out of their holes.,,,,,,,,,,,,,,,,,,,,,2,1,1,3,2,1,9,6,5,11,7,6,1,1,1,2,2,2,2,1,1,2,1,2,2,1,2,1,2,2,2,2,2,,,,,,,"Q9,Q7,Q8",2,4,3,48,11,3,1,2,1,4,1,11,1,1,2,1,46,0,0,1,1,2,1,0
54,.6167,12dec2014 15:34:18,23dec2014 22:48:59,16274,2,1,2,6,5,1,5,29,3,2,the monkeys were swinging from all the branches,the Coyotes were howling at the moon,the bald eagles were majestic and beautiful,the giraffes were very tall,the Bears were very sleepy,the tigers were very beautiful and loud,,,,,,,,,,,,,,,,,,,,,2,1,1,3,3,1,8,5,1,12,12,3,2,2,1,1,2,2,1,1,2,1,2,2,1,1,2,1,2,1,1,2,1,,,,,,,"Q8,Q9,Q7",2,5,4,41,10,3,1,2,1,4,1,12,1,0,2,1,41,0,0,2,0,2,1,1
55,.6363,12dec2014 16:04:26,12dec2014 16:20:53,16,2,1,2,6,4,2,2,32,2,2,"On a train ride , I saw buffalo.","Entering the bird sanctuary, a Marguet landed on my arm.","During walking around the lake, I saw the monkeys.","After eating lunch, I saw the giraffe.","Finished with the popcorn, I watched the seal in the aquatic section.","As I was leaving, I encountered the lions at play.",,,,,,,,,,,,,,,,,,,,,1,2,3,3,2,1,2,8,13,12,9,1,2,2,3,3,2,1,2,2,1,1,2,2,2,2,2,2,1,2,2,1,1,,,,,,,"Q7,Q8,Q9",3,4,3,75,12,4,1,2,1,2,1,11,1,1,3,1,55,0,0,0,0,2,5,1
56,.9949,12dec2014 16:41:17,12dec2014 16:53:32,12,2,10,1,1,6,3,2,16,3,2,,,,,,,,,,,,,The tiger looked cool.,The fox licked me.,The wolf jumped over the rock.,The tortoise devoured some berries,The frog jumped super high.,The reptiles were stupid.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,22,10,3,1,2,0,4,3,13,5,0,3,2,74,0,0,0,2,2,1,1
59,.837,12dec2014 16:52:19,12dec2014 17:11:17,18,2,9,2,5,3,3,6,32,3,1,,,,,,,,,,,,,Look there ;turtle,Ouch ostrich,Terrifyed huge birds,Lovely white tiger,Red fox is limited,Up the tree reptiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,68,8,1,1,2,1,1,1,5,3,0,2,2,47,0,0,0,0,1,6,0
60,.5044999999999999,12dec2014 17:02:48,12dec2014 17:15:39,12,2,5,1,1,6,2,3,10,4,2,Our pet pigeon was fighting other with the other pigeons when we got him at the pet store.,The feral cat leapt from dumpter to dumpster foraging for food.,Several nearby communities have been worried because of recent mountain lion sightings.,It's a sad sight too see a dog whining because it was left alone in a car.,Many people think horses are majestic creatures.,Bears are more cleaver than people think.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,22,10,3,1,1,0,3,3,6,5,1,4,2,93,0,0,0,0,3,1,1
61,.7382,12dec2014 17:45:23,12dec2014 18:00:50,15,2,8,1,2,6,3,2,1,2,2,,,,,,,,,,,,,Visted the zoo; I observed the birds.,To the left of them were the pigs.,Bees flew by us.,Colorful butterflyes followed them.,We strolled by the reptile house to see the crocodiles.,Hippos were there too.,,,,,,,,,2,3,1,3,2,1,9,11,3,13,7,1,2,1,2,1,2,1,2,1,1,2,2,2,1,2,1,1,2,1,2,2,1,,,,,,,"Q8,Q7,Q9",4,4,3,44,12,4,4,1,1,5,1,16,1,1,4,1,93,0,0,1,2,2,1,1
62,.3932,12dec2014 17:56:56,17dec2014 18:12:31,7215,2,11,2,5,4,12,6,32,4,2,,,,,,,,,,,,,eeeeee iiiii eee i ooooo there,eeeeee iiiii  eeeee  iiiii  eeeee   iiiii  ooooo,eeeeee iii eeeee iiii eee iii oooo,eeeeee iiii  eee iii  eeeeee  iiii  ooooooo,yippie ki yo  lulu eeeee iiiiii,eeeeee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,58,9,2,5,1,1,2,4,6,1,1,4,1,91,0,0,0,0,2,6,1
63,1.4964,12dec2014 18:57:10,30dec2014 03:33:57,24996,2,12,2,7,3,13,6,32,2,2,,,,,,,,,,,,,Pert little squirrel jumped the tree.,Silly fish swum up to be fed.,The reptile house smelled weird.,"The deer ""Bill"" jumped up high.",Turtles from the isle were huge.,Wild dogs from Egypt were spotted.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,58,9,2,1,1,0,2,2,13,1,1,3,1,74,0,0,0,0,2,4,1
64,.8636,12dec2014 18:57:12,12dec2014 19:14:10,16,1,9,1,1,6,2,1,12,2,2,,,,,,,,,,,,,We visited the reptile house to observe crocodiles.,The owls slept.,The tiger cubs froliced together.,Colorful schools of fish swim.,The big turtle poked shyly out of his shell.,We pet fluffy sheep.,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,26,14,4,1,2,1,2,3,16,1,1,3,2,58,0,0,0,0,2,1,1
65,.2097,12dec2014 18:57:39,12dec2014 19:28:52,31,2,12,2,7,4,1,4,3,3,2,,,,,,,,,,,,,"The zebra looked up briskly,",I like the birds,The,I kept my eyes  focus toword zookeeper.,The gorilla is big.,I like the show.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,24,10,3,5,1,0,3,1,6,5,0,3,1,57,0,0,0,1,2,1,0
66,1.2684,12dec2014 19:05:14,12dec2014 19:10:08,4,1,4,1,1,7,11,1,32,3,2,First thing this morning after coffee we went to the monkey cages,Then it was off to see the sea lions. What a truely wet idea,Polar Bears was the was a really close stop after getting some fish for them to eat.,The snakes were a hit with everyone,The bird house was one of my favorite places to go,After eating lunch we head to see the lions,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,52,9,2,1,2,1,3,1,12,1,1,2,1,43,0,0,0,0,3,7,1
67,1.2259,12dec2014 20:32:59,12dec2014 20:42:24,9,1,14,1,3,4,13,6,16,2,1,,,,,,,,,,,,,I see tigers,turtles like lettuce,gophers look cute,dogs sleep outside,hippos swim slowly,foxes hide beside trees,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,23,11,3,1,1,1,4,1,6,1,1,3,1,59,1,1,0,0,2,1,1
68,.9903999999999999,12dec2014 20:52:10,30dec2014 20:11:23,25879,2,13,1,3,6,3,5,1,5,1,,,,,,,,,,,,,Wow its the tiger,the otter is cool,the elk is hot,the owl is good,the deer is white,the hippo is wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,35,12,4,1,2,1,1,1,18,3,1,1,1,22,0,0,0,0,1,1,1
69,.7164,12dec2014 21:23:15,12dec2014 21:29:09,5,2,7,1,1,7,1,4,32,1,2,It is hard to imagine just how huge that bull elephant is.,I wonder just how fast that ostrich could run.,"When the lion yawns, it looks like he could swallow a cow whole.","Monkeys sure are loud, aren't they?","Even with a thick plate glass between us, the python on the other side makes my skin crawl.",Bare with me :  I would not like to meet that bear on a walk through the woods.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,75,14,4,1,1,1,2,3,19,1,1,3,2,54,0,0,0,0,2,5,1
71,2.1407,12dec2014 22:25:19,13dec2014 00:01:53,96,2,6,2,6,4,3,6,32,3,2,first animal i saw was a giraffe .,went around the corner thier was a huge elephant.,after getting something to eat ran into a monkey.,went a little ferthier and saw a lion.,i saw a tiger after i had a break.,i was on my way out and saw a huge hippo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,60,4,1,1,1,0,2,4,13,6,1,4,1,93,0,0,0,0,2,6,1
72,1.561,12dec2014 22:37:26,12dec2014 22:44:17,6,1,2,1,1,2,4,1,32,1,2,"After eating ice cream, I saw the birds",the Monkeys are cute.,My favorite animals are the Lions,"After a Coke snack, I went to visit the Bears",The snakes were very restless today,My son likes to eat cotton candy at this animal park,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,66,13,4,2,1,1,1,1,12,3,1,4,3,81,0,0,0,0,1,5,1
73,.5674,12dec2014 23:48:07,13dec2014 00:00:18,12,1,3,1,1,6,1,5,32,1,1,I totally enjoyed seeing the seals speed around in their pool.,The gorillas were fun to watch as they were swinging around in the trees.,I loved watching the peacocks unfurl their tails.,I was happy to see the new baby elephant.,"I was surprised to find out that people hunt rhinoceros' for their ivory horns,",My grandson really loved seeing the tigers.,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,65,10,3,1,2,0,1,1,4,3,1,3,2,73,0,0,0,0,1,6,1
74,.9725,12dec2014 23:55:44,13dec2014 00:31:30,35,1,5,2,7,2,1,2,32,1,2,After visiting then Lion den I had lunch.,I visited the monkey's and ate ice cream.,Viewed the Horses and ate popcorn.,I viewed the Bears and had a soda atfterwards.,Visit the Birds and ate peanuts.,Visit the Tigers an relax in the park.,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,62,10,3,2,2,1,1,3,6,5,1,3,2,58,0,0,0,0,1,5,1
75,.3906,13dec2014 00:40:38,13dec2014 01:02:54,22,1,11,1,2,5,2,4,32,1,2,,,,,,,,,,,,,The chimp iis mischievous.,Crocodiles will bite you!,I'm pretty sure you will like the wild dogd.,Tigers growl very loudly.,The ox is very stupid.,Where do you see the hippo's?,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,64,11,3,1,2,1,2,1,19,1,0,3,1,56,0,0,0,0,2,5,1
76,1.0037,13dec2014 00:40:51,13dec2014 00:42:53,2,2,4,2,6,4,3,3,32,2,2,???,???,??,??,??,this is too hard!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,64,2,1,4,2,1,4,1,9,2,1,4,2,93,0,0,0,0,4,5,1
77,.5541,13dec2014 00:42:02,13dec2014 00:50:05,8,1,13,1,3,4,2,6,12,4,2,,,,,,,,,,,,,the turtle stood still,three beetles rested,the fox slept,the birds flew,two hippos blew bubbles,six wolves looked for food,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,51,11,3,1,2,0,4,2,16,3,0,2,2,43,0,1,0,0,3,1,1
78,.504,13dec2014 00:42:09,13dec2014 00:59:11,17,1,10,2,5,2,3,6,32,3,2,,,,,,,,,,,,,I see the colorful birds fly.,The tiger is gold with yellow stripes.,The fish swim with the turtles,The frogs ribbit the whole time.,Flies were everywhere.,The owl's eyes glowed.,,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,64,11,3,1,2,1,2,1,16,1,1,1,1,14,0,0,0,0,2,5,1
79,1.6684,13dec2014 00:42:43,13dec2014 00:49:02,6,1,6,1,2,4,3,1,1,3,2,I love seeing the elephants.,I am fascinated by dolphins.,I am terrified and amused by tigers.,I want to try holding a snake.,I want to see a monkey do push-ups. I've seen it on Facebook lately.,Penguins always remind me of Happy Feet.,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,23,11,3,3,2,1,6,2,12,5,1,3,2,54,0,0,1,1,4,1,1
80,.6889999999999999,13dec2014 00:42:44,13dec2014 02:04:16,81,2,11,1,2,5,13,6,22,2,2,,,,,,,,,,,,,"The birds were very loud, but pretty.",I took some pictures of the Tigers.,I bought 4 tickets to the reptile exhibit.,I will let my kids pet the sheep.,The fish were fed while we were there.,My wife got to hold the little wolf pup.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,56,10,3,1,1,1,2,1,16,1,1,4,1,86,0,0,0,0,2,1,1
81,.8369,13dec2014 00:44:33,13dec2014 00:50:05,5,2,11,2,6,2,13,6,2,2,2,,,,,,,,,,,,,The butterflies flew high.,I like to pet the deer.,I like the birds.,The hippo is huge!,I fed the ducks.,The tiger is big.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,31,12,4,1,2,1,3,3,14,1,1,1,2,11,0,1,0,0,2,1,1
82,.6711,13dec2014 00:44:50,30dec2014 01:06:18,24501,2,13,2,7,3,2,2,32,2,2,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,59,11,3,1,1,1,2,1,15,1,0,2,1,33,0,0,0,0,2,5,1
83,1.2057,13dec2014 00:45:08,13dec2014 01:04:09,19,1,8,2,7,6,11,1,32,2,2,,,,,,,,,,,,,the tiger is pretty,the opossum sleeps,the deer jumps high,we will sell the big pig,the horse sleeps upright,the wolf will see us,,,,,,,3,3,1,3,3,1,3,3,2,11,12,2,12,13,1,3,3,3,1,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,,,,,,,"Q9,Q7,Q8",2,2,2,65,10,3,2,1,1,2,1,11,1,1,3,1,74,0,0,0,0,2,5,1
84,1.4883,13dec2014 00:45:10,13dec2014 01:10:11,25,2,13,2,7,2,1,2,32,1,1,,,,,,,,,,,,,I liked the hippo,look up to see the tigers,I like the tigers strips,I see the trees,the zoo smells like musk,the zoo is loud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,48,11,3,2,1,1,6,3,10,3,1,3,2,74,0,2,2,0,2,5,1
85,.8224,13dec2014 00:45:21,13dec2014 01:15:56,30,2,8,2,7,2,13,6,29,1,2,,,,,,,,,,,,,The fish were colorful.,The fox jumped over the bush.,Tom looked for the bird show.,Jim rode the horse.,The wolves were swift.,The hogs slept by the tree.,,,,,,,,,3,3,3,2,2,3,14,11,14,9,10,13,3,2,1,2,1,2,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,,,,,,,"Q7,Q9,Q8",1,3,1,45,9,2,1,1,1,3,1,7,5,1,4,1,93,0,0,0,0,3,1,1
87,1.1571,13dec2014 00:47:17,13dec2014 01:06:35,19,2,8,2,6,2,13,5,32,4,2,,,,,,,,,,,,,Tigers sleep most of the time.,The first pod held silly gerbils.,Most people took pictures of the grizzlies.,There were lots of colourful birds.,We like the turtles with crocodiles below them.,Blue or yellow fish swim while we visit.,,,,,,,,,1,3,2,2,2,3,4,13,7,10,10,11,1,2,1,3,2,2,1,2,1,1,1,2,1,2,1,2,2,1,2,1,2,,,,,,,"Q7,Q8,Q9",3,3,4,28,12,4,1,2,1,3,2,17,1,1,4,1,93,1,0,0,0,2,7,1
88,2.4531,13dec2014 00:48:43,18dec2014 17:02:04,8173,2,11,1,3,4,13,6,19,1,2,,,,,,,,,,,,,the birds were very pretty,we loved how the tigers were fed,spiders were very big,the wolfs were furious,the horses were extremely joyful,there were lots of turtles everywhere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,24,11,3,4,1,0,3,3,8,5,1,3,2,59,0,0,0,0,3,1,1
90,.5505,13dec2014 00:49:22,16dec2014 13:29:07,5079,1,7,2,6,3,13,6,32,2,2,I got lunch and went and sat near the monkeys.,Got a soda and walked over to see the tigers.,Saw the gators sunning in the sun,Had a icecream cone and watched the jraffs eating.,Elephants were in the water cooling down.,Bought a got dog and walked over to see the seals.,,,,,,,,,,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,64,10,3,1,2,1,1,1,5,2,1,3,1,59,0,0,0,0,1,5,1
91,1.223,13dec2014 00:50:36,13dec2014 01:22:42,32,2,12,1,1,6,1,2,32,1,2,,,,,,,,,,,,,The cows were over the coop.,The birds were over the hill.,Five fish moved slowly to us.,Some turtles  drove fords..,Two old crows were silly.,Five chicks clucked every hour..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,69,9,2,1,2,1,2,1,14,1,1,3,1,57,0,0,0,0,2,5,1
92,1.507,13dec2014 00:50:41,16dec2014 00:49:49,4319,1,11,1,3,6,2,2,32,2,2,,,,,,,,,,,,,I looked for the white tigers.,I cried for the horses.,I smiled for the chicks.,I yelled to the pigs.,I jumped for the emu.,I did like the ostrich.,,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,81,6,1,1,2,1,3,3,14,2,1,3,2,59,0,0,0,0,3,5,0
93,.2687,13dec2014 00:50:45,13dec2014 00:58:58,8,2,11,1,2,3,13,4,14,4,2,,,,,,,,,,,,,The pig rolled though the the mud.,horses kicked the worker.,the mule is stupid,the tigers licked the electric wires,wolfs jog very quick by the river,sheep ruled the hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,19,10,3,5,1,1,4,1,17,6,0,2,1,34,0,0,0,0,4,1,1
94,.7392,13dec2014 00:51:10,15dec2014 20:37:39,4066,2,12,1,1,6,5,4,12,1,2,,,,,,,,,,,,,;lk,p';k;ojhf,oihof,o;g,[oppifd,oljhgf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,59,10,3,1,1,1,2,1,6,1,1,1,1,23,0,0,0,0,2,1,1
96,1.2129,13dec2014 00:52:08,13dec2014 01:07:45,15,2,8,2,5,4,2,2,32,2,2,,,,,,,,,,,,,First We stopped by the birds with our two owls.,We left to feed the crocodile.,We  observed the butterflies  emerge.,Exhibits with frogs plus turtles were the best.,Emus let us touch them.,Tigers slept through the shouts.,,,,,,,,,1,1,2,1,3,2,3,2,10,4,11,7,1,2,1,1,2,1,2,1,1,2,2,2,1,1,1,2,1,1,1,2,1,,,,,,,"Q9,Q8,Q7",2,3,3,22,10,3,1,1,0,4,1,16,5,1,2,1,31,0,0,0,1,3,7,1
97,.346,13dec2014 00:52:16,13dec2014 01:40:49,48,2,8,2,7,2,13,6,32,3,2,,,,,,,,,,,,,The girls like the wooly Sheep exhibit.,Before the zoo closes we must visit the Tigers,I'm sure the simple colorful jelly fish grow to become red Foxes.,The zoo works to keep mice out of the Grizzlies' house.,The Crocodiles might die from exposure to the cold temps.,"Free hot coffee, life is good,  right beside the Squirrel's treehouse.",,,,,,,,,2,3,2,1,1,1,8,12,7,1,5,3,1,3,3,2,3,2,1,2,2,2,1,2,1,2,1,2,2,1,2,1,1,,,,,,,"Q7,Q8,Q9",2,3,3,61,12,4,1,2,1,2,1,13,1,0,3,1,54,0,0,0,0,2,5,1
99,1.7216,13dec2014 00:53:39,13dec2014 00:58:58,5,2,3,2,7,1,11,2,32,2,1,I love to watch the elephants take a shower.,The gorillas are very interesting.,Jaguars are my favorite cats.,Sometimes you can watch the tifgers swimming.,It is always fun to watch the seals perform.,Polar Bears are the scariest animals of all.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,29,11,3,4,1,1,2,2,4,5,1,3,2,74,0,0,0,0,2,4,1
100,1.1372,13dec2014 00:53:43,13dec2014 01:02:54,9,2,12,1,1,4,11,5,19,2,2,,,,,,,,,,,,,I see the tiger through the trees.,The birds lie up beside the rocks.,Pigs stomp the mud.,Spiders moved over the soil.,Fish jumped out of the river.,Owls hooted over our bodies.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,48,10,3,1,2,1,2,1,13,3,1,3,1,74,0,0,0,0,2,1,1
102,1.7743,13dec2014 00:54:22,15dec2014 22:57:01,4202,2,3,2,5,2,10,3,3,1,2,I saw an elephant,"after going to the bathroom, i saw a giraffe",i walked around  and saw white tigers,i went to buy some ice cream and saw sea turtles,across from the concession stand was a line for people to ride a camel,there were ferocious lions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,36,12,4,3,1,1,2,1,11,1,1,4,1,86,0,0,0,0,2,1,1
