StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,IC,gender,age,edu1,attention1,interest,TV,news,vote,LRself,RFself,PSself,GRself,LOself,LRparty_1,LRparty_2,LRparty_3,LRparty_4,LRparty_5,LRparty_6,LRparty_7,LRparty_25,LRparty_26,LRtime_First Click,LRtime_Last Click,LRtime_Page Submit,LRtime_Click Count,RFparty_1,RFparty_2,RFparty_3,RFparty_4,RFparty_5,RFparty_6,RFparty_7,RFparty_8,RFparty_9,RFtime_First Click,RFtime_Last Click,RFtime_Page Submit,RFtime_Click Count,PSparty_1,PSparty_2,PSparty_3,PSparty_4,PSparty_5,PSparty_6,PSparty_7,PSparty_8,PSparty_9,PStime_First Click,PStime_Last Click,PStime_Page Submit,PStime_Click Count,GRparty_1,GRparty_2,GRparty_3,GRparty_4,GRparty_5,GRparty_6,GRparty_7,GRparty_8,GRparty_9,GRparty_First Click,GRparty_Last Click,GRparty_Page Submit,GRparty_Click Count,LOparty_1,LOparty_2,LOparty_3,LOparty_4,LOparty_5,LOparty_6,LOparty_7,LOparty_8,LOparty_9,LOtime_First Click,LOtime_Last Click,LOtime_Page Submit,LOtime_Click Count,manipulation_1,manipulation_2,manipulation_3,manipulation_4,manipulation_5,manipulation_6,manipulation_7,manipulation_DO_1,manipulation_DO_2,manipulation_DO_3,manipulation_DO_4,manipulation_DO_5,manipulation_DO_6,manipulation_DO_7,LRCtrl_1,LRCtrl_2,LRCtrl_3,LRCtrl_4,LRCtrl_5,LRCtrl_6,LRCtrl_7,LRCtrl_8,LRCtrl_9,LRCtrl_time_First Click,LRCtrl_time_Last Click,LRCtrl_time_Page Submit,LRCtrl_time_Click Count,RFCtrl_1,RFCtrl_2,RFCtrl_3,RFCtrl_4,RFCtrl_5,RFCtrl_6,RFCtrl_7,RFCtrl_8,RFCtrl_9,RFCtrl_time_First Click,RFCtrl_time_Last Click,RFCtrl_time_Page Submit,RFCtrl_time_Click Count,PSCtrl_1,PSCtrl_2,PSCtrl_3,PSCtrl_4,PSCtrl_5,PSCtrl_6,PSCtrl_7,PSCtrl_8,PSCtrl_9,PSCtrl_time_First Click,PSCtrl_time_Last Click,PSCtrl_time_Page Submit,PSCtrl_time_Click Count,GRCtrl_1,GRCtrl_2,GRCtrl_3,GRCtrl_4,GRCtrl_5,GRCtrl_6,GRCtrl_7,GRCtrl_8,GRCtrl_9,GRCtrl_time_First Click,GRCtrl_time_Last Click,GRCtrl_time_Page Submit,GRCtrl_time_Click Count,LOCtrl_1,LOCtrl_2,LOCtrl_3,LOCtrl_4,LOCtrl_5,LOCtrl_6,LOCtrl_7,LOCtrl_8,LOCtrl_9,LOCtrl_time_First Click,LOCtrl_time_Last Click,LOCtrl_time_Page Submit,LOCtrl_time_Click Count,prime,integration,interior,environment,justice,leftCtrl,leftCtrl_time_First Click,leftCtrl_time_Last Click,leftCtrl_time_Page Submit,leftCtrl_time_Click Count,rightCtrl,rightCtrl_time_First Click,rightCtrl_time_Last Click,rightCtrl_time_Page Submit,rightCtrl_time_Click Count,leftTreat,leftTreat_time_First Click,leftTreat_time_Last Click,leftTreat_time_Page Submit,leftTreat_time_Click Count,rightTreat,rightTreat_time_First Click,rightTreat_time_Last Click,rightTreat_time_Page Submit,rightTreat_time_Click Count,know1,know1_DO_1,know1_DO_2,know1_DO_3,know1_DO_4,know1_DO_5,know2,attention2,attention2_DO_1,attention2_DO_2,attention2_DO_3,attention2_DO_4,attention2_DO_5,know3,know3_DO_1,know3_DO_2,know3_DO_3,know3_DO_4,know3_DO_5,rid,Q_TotalDuration,exp1,party,exp2,direction,FL_32_DO_FL_34,FL_32_DO_FL_36,FL_32_DO_FL_104,FL_32_DO_FL_105,FL_32_DO_FL_106,FL_39_DO_FL_44,FL_39_DO_FL_107,FL_39_DO_FL_108,FL_39_DO_FL_109,FL_101_DO_Experiment1-Refugees,FL_101_DO_Experiment1-PublicSector,FL_101_DO_Experiment1-Environment,FL_101_DO_Experiment1-LawandOrder,FL_102_DO_Experiment1-RefugeesControl,FL_102_DO_Experiment1-PublicSectorControl,FL_102_DO_Experiment1-EnvironmentControl,FL_102_DO_Experiment1-LawandOrderControl,FL_62_DO_FL_63,FL_62_DO_FL_103,FL_62_DO_FL_110,FL_64_DO_FL_65,FL_64_DO_FL_111,PoliticalAttitudes_DO_LOself,PoliticalAttitudes_DO_GRself,PoliticalAttitudes_DO_RFself,PoliticalAttitudes_DO_LRself,PoliticalAttitudes_DO_PSself
2018-04-13 12:25:49,2018-04-13 12:26:16,0,100,27,1,2018-04-13 12:26:19,R_2bH2FkW0E6ETR30,anonymous,DA,1,1,22,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5ad0d9f4-d11a-443c-8cf7-8b939db2a426,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-13 12:35:15,2018-04-13 12:46:25,0,100,669,1,2018-04-13 12:46:26,R_OroK8atLFYaoEUh,anonymous,EN,1,1,47,10,5,3,8,5,4,6,3,6,6,4,3,4,6,6,9,10,10,4,6,56.038,95.67,97.96,9,6,6,6,1,8,6,8,6,6,9.441,36.036,37.162,10,6,6,6,6,6,6,6,6,6,10.692,18.195,19.638,10,6,6,6,6,6,6,6,6,6,4.919,11.657,13.377,9,6,6,6,4,8,6,8,6,6,10.551,35.409,37.509,11,NA,NA,NA,NA,NA,NA,1,3,6,4,1,5,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,28.418,28.418,31.185,1,NA,NA,NA,NA,NA,1,4,3,1,2,5,278,2,1,2,3,4,5,5,1,2,4,3,5,5ad0dc27-675e-4834-a163-833ce858c83d,669,allerede har dannet,Liberal Alliance,paa ingen maade oensker,1,NA,1,NA,NA,NA,1,4,2,3,3,1,4,2,NA,NA,NA,NA,NA,NA,1,1,NA,3,4,2,1,5
2018-04-13 12:58:59,2018-04-13 12:59:59,0,100,59,1,2018-04-13 13:00:00,R_1kZxSfK93m3OHdf,anonymous,DA,1,2,53,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5ad0e198-515f-4fb5-9e21-6126838d55cf,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-13 13:24:00,2018-04-13 13:32:26,0,100,505,1,2018-04-13 13:32:27,R_1Pereq98h2wFB1A,anonymous,DA,1,2,24,3,5,2,6,5,7,4,7,11,7,6,11,8,7,10,4,3,2,6,6,17.27,43.133,43.95,14,1,3,8,1,7,6,8,5,5,4.395,27.93,28.98,15,1,5,10,3,7,7,10,4,5,10.627,46.398,48.276,12,1,5,11,3,6,7,9,6,4,10.629,41.38,42.588,16,1,7,11,1,5,7,8,4,1,24.813,57.063,58.424,14,1,1,NA,NA,NA,NA,NA,5,4,1,3,6,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,25.185,27.952,33.707,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,1,4,5,ved ikke,2,1,2,4,3,5,5,4,2,1,3,5,5ad0e776-f5ce-4079-9776-6129071cbff4,505,umuligt kan danne,Radikale Venstre,control,1,NA,NA,NA,1,NA,4,1,3,2,3,4,2,1,NA,NA,NA,NA,1,NA,NA,1,NA,5,4,2,1,3
2018-04-13 13:56:14,2018-04-13 14:04:27,0,100,493,1,2018-04-13 14:04:28,R_28V44jKa33CjK6F,anonymous,DA,1,2,21,8,5,3,2,3,7,12,10,12,12,1,1,12,1,12,12,12,12,12,12,1.979,75.481,76.378,41,1,12,1,12,12,12,12,12,12,9.276,30.809,31.339,22,12,12,12,12,12,12,12,12,12,2.464,11.601,12.186,25,12,12,12,12,12,12,11,12,12,1.432,25.446,26.052,24,1,12,1,12,12,12,12,12,12,2.958,32.258,32.873,37,1,1,NA,NA,NA,NA,NA,2,4,5,6,1,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,4.981,15.677,16.565,6,1,3,1,2,4,5,14,2,1,3,2,4,5,5,3,2,1,4,5,5ad0eee6-003a-4f24-9fef-3daeaf65303f,493,umuligt kan danne,Radikale Venstre,paa ingen maade oensker,2,NA,NA,NA,NA,1,4,2,1,3,2,4,3,1,NA,NA,NA,NA,NA,NA,1,NA,1,5,4,3,1,2
2018-04-13 14:03:35,2018-04-13 14:04:29,0,100,53,1,2018-04-13 14:04:29,R_ZHP6Go0li79gJDb,anonymous,DA,1,1,59,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5ad0f0c6-f145-4a64-b188-bb3c75c00066,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-13 14:12:11,2018-04-13 14:12:24,0,100,12,1,2018-04-13 14:12:25,R_w4CHoR4a8X3p41b,anonymous,DA,1,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5ad0f2db-95ab-42cf-88fc-29ddfe2c37c2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-13 14:29:21,2018-04-13 14:30:22,0,100,60,1,2018-04-13 14:30:22,R_AspZMOmtbzSbhC1,anonymous,EN,1,1,63,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5ad0f6ec-14bf-4f7f-a558-bdc10ca3ebbf,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-13 14:57:15,2018-04-13 14:57:52,0,100,36,1,2018-04-13 14:57:53,R_2YVRrLaO4qS496m,anonymous,EN,1,1,19,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5ad0fd6f-c172-4c11-a461-617d21444c76,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-13 15:04:43,2018-04-13 15:05:34,0,100,51,1,2018-04-13 15:05:34,R_sbYp70TK9oA6fEB,anonymous,DA,1,2,35,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5ad0ff07-6aa9-43e4-b6df-9f464f9bbfd2,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-13 15:10:03,2018-04-13 15:10:34,0,100,30,1,2018-04-13 15:10:35,R_yWofvVz9OAqbX6V,anonymous,DA,1,1,25,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5ad1007f-f250-403f-9e39-b07aef485e62,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-13 15:51:19,2018-04-13 15:51:55,0,100,36,1,2018-04-13 15:51:56,R_2Qs4ppK3QUdwe1X,anonymous,DA,1,1,29,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5ad109c5-f19a-4796-911e-51c32fff7adc,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-13 15:55:53,2018-04-13 15:56:38,0,100,45,1,2018-04-13 15:56:39,R_57P8RdrDm4OqAZX,anonymous,DA,1,2,39,11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5ad10b27-5386-49d7-9888-c0c95e069943,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-13 16:07:19,2018-04-13 16:13:43,0,100,384,1,2018-04-13 16:13:44,R_1KffxIEThKM73nM,anonymous,DA,1,1,36,10,5,3,8,6,4,7,6,5,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,4,11,3,8,5,1,9,11,8.01,42.238,42.951,26,8,9,3,1,11,7,10,4,2,3.992,23.531,24.062,23,8,3,6,10,4,3,1,8,2,4.301,27.368,27.938,24,4,9,6,1,11,8,10,3,2,4.686,26.678,27.292,27,8,7,2,1,11,7,11,6,3,2.728,26.669,27.366,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,14.707,36.05,37.11,11,NA,NA,NA,NA,NA,1,2,3,4,1,5,118,2,2,3,4,1,5,2,1,2,3,4,5,5ad10dcd-69fe-4e21-9808-ec270894bb69,384,control,Alternativet,har et klart oenske om,1,1,NA,NA,NA,NA,2,3,1,4,NA,NA,NA,NA,3,4,1,2,NA,1,NA,1,NA,2,5,4,1,3
2018-04-13 16:22:02,2018-04-13 16:22:21,0,100,18,1,2018-04-13 16:22:21,R_3fH23YOhdphWghC,anonymous,DA,1,1,23,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5ad1114e-11a0-4862-9818-ec08689c4a2d,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
